Hugo_Symbol	Entrez_Gene_Id	01CO001	01CO005	01CO006	01CO008	01CO013	01CO014	01CO015	01CO019	01CO022	05CO002	05CO003	05CO005	05CO006	05CO007	05CO011	05CO014	05CO015	05CO020	05CO026	05CO028	05CO029	05CO032	05CO033	05CO034	05CO035	05CO037	05CO039	05CO041	05CO044	05CO045	05CO047	05CO048	05CO049	05CO050	05CO053	05CO054	05CO055	06CO001	06CO002	09CO005	09CO006	09CO008	09CO011	09CO013	09CO014	09CO015	09CO018	09CO019	09CO022	11CO005	11CO007	11CO008	11CO010	11CO018	11CO019	11CO020	11CO021	11CO022	11CO027	11CO030	11CO031	11CO032	11CO033	11CO036	11CO037	11CO039	11CO042	11CO043	11CO044	11CO045	11CO047	11CO048	11CO051	11CO052	11CO053	11CO054	11CO057	11CO058	11CO059	11CO060	11CO061	11CO062	11CO070	11CO072	11CO077	11CO079	14CO002	14CO003	14CO005	15CO001	15CO002	16CO002	16CO003	16CO006	16CO011	16CO012	20CO001	20CO003	20CO004	20CO007	21CO006	21CO007	22CO004	22CO006	24CO005	27CO004
ABCA5	23461	10.032	9.5584	9.6275	10.4419	9.4325	9.3772	9.3015	9.014	9.8657	9.0741	8.7074	8.8455	10.6221	9.0821	9.543	8.611	9.5314	9.3837	8.6475	9.9114	10.9801	9.8106	8.7846	10.2597	9.8025	9.6564	10.2969	8.4471	8.1948	8.4635	8.5699	9.4388	10.1215	9.137	8.7245	9.2046	9.8673	9.7056	10.021	10.5718	9.9174	9.7398	8.7279	7.8704	9.6147	9.4696	7.3837	9.7108	9.8455	9.9054	8.9218	9.2021	9.6618	9.255	9.9614	10.207	7.5314	9.2384	8.9571	9.5038	9.1599	8.9915	9.5718	8.9129	8.8918	8.8673	9.8138	9.1898	8.2574	8.4838	8.6366	9.5333	9.1674	8.8887	8.5584	10.3652	8.9944	9.0901	9.9174	9.3332	9.0553	8.6618	8.0279	9.2597	9.5718	8.697	9.5038	9.5793	8.7549	9.7313	8.6073	8.676	9.3332	9.2854	9.6239	8.3219	9.1189	8.7682	9.224	10.5068	9.1497	9.3106	10.6357	9.7398	8.7616	8.8138
ABCA7	10347	7	7.8138	8.1344	7.3837	7.1699	7.9189	6.8202	7.9484	7.0444	7.9009	8.7245	7.5699	8.4346	9.0795	8.0168	7.7879	8.5157	8.5507	7.4919	6.9307	6.8704	6.9542	7.0334	7.5392	7.6073	8.1396	8.1749	8.5392	9.3129	7.4676	8.5236	8.7912	8.4346	7.9944	7.96	8.1799	7.9658	7.1898	7.5392	8.7616	7.5078	7.0444	9.4858	7.5699	7.375	7.7347	7.2668	7.6294	6.9307	8.9887	7.4998	7.4757	8.2946	9.0112	8.2192	9.0928	7.9715	7.2668	6.4919	7.5236	8.2946	8.4263	7.7279	8.3174	7.7682	7.2479	8.6221	9.9513	8.8796	8.5736	8.1649	8.633	8.3083	7.7142	7.5469	8.585	8.3531	7.6294	8.7415	9.0224	7.1396	7.8765	8.375	8.7715	7.9484	7.7814	6.8948	8.8202	8.1293	7.9129	8.0056	8.7549	7.3399	7.6366	8.4594	7.3399	8.5584	7.7142	7.4757	9.0661	6.9658	7.3129	7.7074	8.4919	5.7549	8.7977
ABCB1	5243	10.585	9.0526	8.7846	8.8041	11.2192	8.8455	10.7254	9.1007	5.8826	8.4094	5.6724	9.4798	7.1699	5.4919	9.8122	7.6865	9.3309	9.3332	10.623	11.29	9.0112	8.3399	10.3912	12.9071	9.4998	10.7515	6.9658	6.6147	6.1293	11.0189	12.4362	7.9715	10.4325	6.3399	10.5699	10.4564	9.3859	12.8809	11.7549	12.4445	10.7993	11.4615	10.9715	11.2276	12.758	11.0126	7.9248	9.7074	9.3354	10.4888	7.7549	12.0715	9.6671	6.4757	9.7846	8.7347	8.7347	9.1649	8.0168	10.5479	8.4429	10.5793	10.2992	10.7482	8.817	9.697	8.9278	10.2119	8.8455	8.2095	9.3966	10.66	7.8074	11.1396	9.545	9.9643	10.2538	11.3592	5.9773	10.6987	10.4136	8.9687	7.3576	9.1898	9.7549	11.4025	9.543	8.3443	10.0471	7.2668	9.5736	8.4998	10.115	10.7211	9.4325	10.8517	9.5906	9.6582	8.8978	11.3939	8.7482	9.7632	10.0634	10.5469	10.973	9.6439
ABCB10	23456	9.9787	9.973	9.5058	9.5981	9.5294	10.2831	9.7056	9.6582	9.6987	9.2216	9.4959	10.2761	9.7731	9.7262	9.941	9.6742	9.445	9.9944	9.8549	9.9887	9.6847	9.9773	9.7993	9.545	9.6018	9.5981	10.3376	9.9396	8.8202	9.9816	9.7482	10.3151	9.5887	9	9.5488	8.9773	9.9643	10.0182	9.9873	9.3106	9.8595	9.6018	10.1137	9.1396	9.1898	9.6036	9.3332	9.973	9.8781	8.9915	10.5555	9.3376	9.5137	9.9278	9.1163	9.5603	9.7632	9.6366	9.7262	9.4737	10.4522	9.5255	9.5622	8.6073	9.6935	9.8719	9.1319	9.4676	9.2784	8.7846	9.3129	8.9773	9.6073	9.3531	9.9352	9.6421	9.2877	9.5058	9.8978	10.0126	10.207	9.7698	9.8138	9.8595	9.7056	9.6457	10.314	9.5294	9.5314	9.375	9.3772	9.7194	9.8009	9.2192	9.7125	9.7074	9.4838	9.2621	10.0334	9.9454	9.5793	9.6987	9.9643	9.4094	9.0056	9.1898
ABCB6	10058	7.7074	8.1137	7.3837	7.1396	7.3219	8.2574	7.9658	8.4717	7.7142	7.5469	8.4263	9.3151	8.0168	9.0251	8.0553	8.1849	7.3399	7.8265	7.8704	7.7074	7.2288	7.9658	7.4346	9.1724	8.7582	8.2621	8.388	7.9773	8.9278	7.5314	9.0768	8.2668	8.0279	7.7944	7.96	8.2288	7.7347	9.0526	6.6147	7.8455	8.0553	8.5236	7.7347	9.0417	7.8765	7.8074	7.0444	7.8948	8.0661	7.6653	7.3487	8.0112	8.0224	8.543	8.6257	8.0661	8.6184	7.7814	7.8138	8.4717	7.5236	8.1497	7.0444	8.1649	8.0168	7.9307	7.8455	8.7004	7.7549	8.0056	7.9366	8	8.4838	7.2574	8.098	8.0112	8.1344	7.7944	7.9542	8.0168	6.0444	8.5038	6.9773	8.3487	7.6795	7.5699	7.0112	8.9658	7.9069	8.9307	8.1497	8.3083	8.0389	8.5157	8.2384	7.4094	7.0224	7.375	8.6439	7.4512	7.1293	7.8074	8.1344	7.3219	8.0112	6.4757
ABCB7	22	10.1085	9.6987	9.6724	10.007	9.6221	9.6202	10.4666	10.2877	10.0901	9.0168	9.3707	10.3707	9.4157	8.8857	9.403	9.8887	9.3923	9.1997	9.9586	10.3945	10.8376	10.7814	9.8626	9.8765	9.983	9.2738	9.66	9.6475	8.6935	10.1799	9.2715	9.7616	9.5118	9.545	10.1215	9.7879	10.4929	9.6018	9.5294	9.5622	10.2726	9.5333	10.1228	9.6636	10.4656	10.29	9.7944	10.3542	9.3597	8.8734	9.2738	10.1421	8.9039	9.1874	9.4136	9.9174	9.2946	9.9159	9.6202	10.0098	9.8234	9.3242	9.4115	9.7665	9.4136	9.3038	9.2644	9.5603	9.5868	9.7415	10.1176	9.2527	9.1749	9.9586	9.9174	9.5372	9.8074	9.4778	9.7549	10.1687	10.3696	8.697	9.2738	8.388	9.7764	9.5294	11.102	9.5507	10.352	9.2715	9.2644	9.1319	10.1176	9.8471	9.5981	10.3454	9.3487	9.8057	9.2946	9.7245	10.0634	9.9469	10.062	9.5774	9.8611	9.1396
ABCB8	11194	8.0056	9.0498	8.3174	7.5392	9.4717	8.7142	8.9009	9.4242	8.1241	8.2527	8.5314	8.5887	7.7004	8.9513	9.0875	8.7977	8.7715	9.1137	8.8265	8.1799	7.9773	7.7482	8.0821	8.4919	8.5546	8.0768	8.7879	8.7649	8.8796	9.0224	9.8887	8.5353	8.7039	9.3151	8.8826	9.4388	8.5392	8.8918	8.2992	8.2527	8.4346	8.1447	9.2808	9.7313	8.4798	8.858	8.2046	8.3129	8.1898	8.858	7.8009	8.9972	9.1293	8.6073	9.7499	7.9425	8.7715	8.0928	8.9858	8.7977	8.1085	8.5157	8.5275	9.255	8.5353	8.0224	9.5137	9.2715	9.4939	9.4429	9.0028	9.0084	8.8265	8.7142	8.8796	8.4635	8.3576	9.0741	8.4998	7.4594	8.1396	9.0634	8.7279	9.3729	8.5118	8.8234	8.0607	9.8313	8.8265	8.6795	8.3264	8.7912	8.5925	8.7347	8.7482	8.7211	8.7211	7.6935	9.3083	8.2384	7.8329	8.6221	8.2527	8.2761	8.4388	8.7977
ABCB9	23457	5.4263	6.3219	5.5546	5.858	5.9773	5.7549	5.9542	6.9189	6.2479	6.0444	6.2668	6.2288	5.9773	5.4919	6.3923	7.098	6.4594	5.5236	7.3219	5.9069	6.1085	5.5546	6.4429	8.4094	5.5236	6.0444	6.2668	7.2761	7.0224	5.585	6.7004	6.3923	6.5236	6.0224	5.6147	7.1799	5.9773	6.5236	5.3923	6.3038	6.4594	6.7814	6.6439	5.9307	4.3923	6.3399	5.585	7.0444	6.8074	4.9069	6.1085	7.7142	6.375	6.9069	6.6294	5.7549	6.9069	6.7814	6.2095	7.1293	6.6294	4.7549	6.0224	5.2854	6.3923	5.8329	6.3923	5.9069	5.1699	6.3038	6.6724	6.8826	6.3576	6.0875	5.7004	7.5236	6.1497	5.6439	6.7682	6.3576	6.5546	6.4263	4.9069	5.2479	5.7279	5.7814	5.6147	5.4263	6.3576	5.9307	6.7279	6.3219	6.4263	7.5157	5.585	5.6147	5.8826	4.7004	6.3576	6.5392	5.7004	6.4919	6.9542	6.3038	5.9542	6.1293
ABCC1	4363	8.9571	10.445	10.5028	9.4898	11.5618	8.585	9.4798	10.9498	9.5353	10.8258	10.0553	9.4367	10.5177	10.0293	11.5985	11.3531	10.2348	11.5157	9.8408	8.0444	8.3443	7.7004	8.7515	9.9571	11.0668	10.8541	9.66	10.0875	10.8781	8.6724	10.1611	8.3399	9.5118	9.5887	9.2527	9.9972	9.9586	10.5784	10.8226	10.1536	9.0553	10.4512	9.6348	10.4808	9.6952	9.5078	9.1649	9.0389	10.2866	9.6055	8.8297	8.2095	10.8595	9.9454	9.9337	10.7364	10.7347	11.0042	8.2761	10.1662	7.6294	8.9425	9.4409	9.5962	10.1163	9.4388	11.3371	10.2958	10.7731	10.6883	10.5147	10.2252	10.0444	9.3129	9.3487	10.4767	10.2877	9.7074	9.2969	9.6092	7.2946	10.0526	9.5962	10.5265	9.7846	10.8289	8.8611	10.4868	9.4305	10.8502	10.7805	9.6653	9.0607	9.4284	9.4051	7.9715	9.5137	8.96	9.7432	9.2288	9.6457	9.8533	9.5411	9.3794	9.7616	10.3476
ABCC10	89845	8.4512	9.6812	8.4553	7.5392	9.2095	7.7944	8.6257	8.9159	8.2668	9.2923	8.6184	8.2854	8.3083	8.4676	9.0028	9.058	7.8074	9.1059	9.6018	7.6221	8.1849	6.8074	7.8826	8.9542	9.1319	8.4959	8.6294	7.6935	9.3083	7.8202	9.2946	7.7616	8.5236	8.7245	8.2192	8.8074	8.1344	8.7715	8.697	9.2738	8	8.4051	9.2831	9.3151	9.3332	8.6935	8.3663	8.683	8.8549	8.683	8.0112	8.0768	9.568	8.5314	8.9159	9.2831	9.8657	9.224	8.3354	9.0954	7.1599	8.683	8.4757	7.858	8.543	8.5157	8.9542	10.1898	10.0279	9.6546	8.9009	10.446	8.8392	8.3174	8.983	9.8345	9.6439	8.7245	7.9715	10.2396	7.9484	8.4757	8.2095	9.3242	8.8796	9.3219	8	9.3663	8.4263	9.3576	9.3685	9.0334	8.3264	9.1573	9.2738	7.3487	8.7313	8.2761	9.1799	7.8138	8.0334	8.8041	8.5038	8.2668	7.4998	8.9159
ABCC3	8714	10.6627	11.4635	11.0021	11.668	10.9607	10.4051	10.2515	11.0382	10.3343	11.1026	12.102	10.4522	9.3465	11.4548	11.2101	10.1599	10.5887	11.3214	10.0755	10.2491	10.5206	9.4325	9.8688	10.9672	10.2889	10.9381	10.8533	9.611	11.1861	10	10.9454	10.0808	11.7082	10.3129	9.4998	11.2656	10.1536	11.8297	10.6018	11.7678	10.927	11.1592	10.8595	11.5868	10.0042	9.7381	9.5868	10.1163	10.3565	11.3214	8.7004	9.4553	10.8673	11.272	10.8424	11.5392	10.7202	10.314	9.6275	10.8297	9.6018	10.1561	9.9629	7.5157	10.207	9.5411	11.0735	11.664	10.445	11.5309	10.5157	11.3242	10.8525	9.3815	10.3718	10.7607	10.7389	10.5755	10.3004	9.5831	9.0901	10.8486	10.4062	9.9174	10.6008	10.9658	10.1344	12.2158	10.3542	12.384	10.8074	10.4778	9.8313	10.3696	10.7698	10.098	11.1144	8.5157	11.2167	11.1693	9.8781	10.9278	10.933	10.0768	10.703	11.4671
ABCC4	10257	10.446	10.6008	9.2761	10.1434	10.0512	9.3399	8.8041	10.0914	7.7814	9.9009	8.9513	9.9887	8.9218	9.1497	9.1215	10.0607	9.2946	10.4929	10.9344	10.014	10.375	10.0553	10.8773	11.8254	9.9099	9.2216	9.0821	9.8009	9.5962	10.0688	7.8642	10.5575	10.6724	8.9425	9.7448	9.1997	8.697	10.1886	9.2192	9.8642	10.151	10.8202	9.9556	9.6147	10.29	10.2384	9.2621	10.8657	10.5765	8.8948	9.3685	10.5784	9.3576	7.8265	9.5255	10.8796	9.1523	9.9174	9.3815	9.4818	10.2288	10.4388	9.633	8.1799	10.3815	9.4574	8.8041	9.098	8.5812	9.2046	10.3197	8.8265	9.3902	10.2336	10.6891	10.5507	10.3685	9.8657	8.8009	9.1293	9.5868	9.6439	8.9039	10.0728	10.4676	9.0553	10.9979	9.2216	9.7313	9.4838	10.4346	9.3772	10.0901	10.4263	8.9129	9.8281	9.7665	9.5236	9.6618	10.6411	10.7108	8.3619	10.403	9.7108	10	9.4051
ABCC5	10057	8.9009	9.4635	9.8734	10.6294	9.9144	8.6294	8.2288	9.8376	8.0498	10.2946	9.3354	8.1649	10.4221	8.5546	8.8978	9.9024	8.6366	9.7194	9.7912	8.3129	8.8857	7.3219	8.5962	9.5078	10.2009	8.543	8.0553	8.3443	8.4553	8.5584	9.3443	8.1497	9.543	8.2808	8.3309	8.9629	9.0224	9.1548	9.3729	9.3772	8.8857	9.6439	9.5793	9.1421	9.4346	8.96	9.0279	8.9159	9.7698	8.8265	7.7074	8.1293	9.1267	9.0795	9.5314	9.7632	9.983	8.7381	8.4798	10.3276	7.2192	9.5507	9.3061	8.8486	9.6202	8.7649	9.9352	10.2866	10.2796	9.6294	9.4574	9.7125	9.4221	9.0471	9.3061	9.7928	9.9129	9.585	9.0821	9.0901	7.7944	8.6439	9.4305	9.4491	9.8688	9.7074	8.7279	8.8796	8.4998	9.4553	9.1874	9.2969	9.1447	9.6221	10.236	8.4346	9.8595	9.1241	9.3815	9.1972	8.7108	9.6528	9.4367	9.2691	7.4346	9.5527
ABCC6	368	7.5546	6.6865	8.0168	7.1189	8.1849	7.3923	7.6294	7.4838	5.4594	7.7074	7.4009	6.7682	5.5546	6.0661	9.3707	9.0224	7.9248	6.6294	7.6582	7.2574	6.7415	8.4594	5.8074	8	8.6221	5.6724	7.858	5.2095	5.2854	8.2192	8.1085	6.7415	7.5314	5.9773	7.0444	9.014	8.611	8.8642	9.0634	7.3663	8.2574	9.0307	7.8887	7.1085	6.2479	7.0875	7.375	7.7482	8.5157	7.0661	5.3219	7.1085	8.8392	8.0928	7.3487	7.0334	6.6147	7.8265	7.9887	7.9129	6.5392	8.2808	7.6795	5.9773	8	7.7616	9.8202	7.5314	7.9129	7.4512	6.8202	7.1497	7.5392	6.5392	8.4798	9.1111	6.0224	7.7074	6.3038	8.0444	6.9189	7.2574	3	7.5622	7.4919	9.1447	7.9189	7.7347	6.1085	7.4676	7.3219	7.7415	8.1396	7.6439	7.8392	7.1898	6.4757	6.6439	8.1849	6.8704	7.1898	7.2574	8.2715	7.3837	8.585	8.2095
ABCC6P1	653190	5.2479	5.858	6.1293	5.9307	4.858	6.4094	6.1497	5.1293	6.2854	6.2095	6.3219	6.585	1.585	4.6439	6.9773	7.1189	5.6147	4.3219	5.585	5.8074	3.9069	6.375	3.7004	7.3399	6.1293	3.8074	6.4757	4.3219	2.3219	5.858	5.2479	5.2479	7.0444	4.0875	4.4594	6.6724	5.6439	7.2668	8.4009	5.0875	7.3038	7.2668	5.858	5.6147	3.585	5.5236	7.6439	6.4757	8.0661	5.4263	4.9069	6.3576	7.5999	4.9542	4.5236	6.1699	4.3923	7.1898	6.3038	6.4757	5.5236	7.0768	7.3219	3.585	6.5236	6.4429	6.6865	5.7814	5.3219	5.0444	5.8826	4.8074	5.585	5.7549	6.4757	8.0112	5.4919	6.1497	2	6.6724	5.1293	6	0	7.0444	6.1898	6.8455	6.2095	5.6439	5.858	4.4594	4.7549	6	6.2668	6.8704	6.5999	6.3399	2.8074	5.4594	4.1699	5.7814	5.2479	5.2854	6.9069	5.6439	7.0553	6.375
ABCC6P2	730013	6.4594	5.1699	5.2095	5.585	5.2479	4.6439	4.8074	5.4263	4.8074	5.9069	3	6.3576	1	3.3219	4.3923	6.5078	5.2854	4.3923	5.3923	5.8329	5.5236	7.4512	2.8074	4.9069	6.0224	2	5.2479	3.3219	3.585	5.5236	6.4919	5.4594	6.2854	4.3219	4.7004	6.7944	6.5392	6.7142	6.5392	4.6439	6.2479	6.375	5.2854	6.0444	3.8074	5.6724	6.5078	5.9542	6.9189	5.5546	3.585	5.0875	6.5699	4.2479	4.9542	4.5236	3.1699	6.1898	7.1396	6.2288	4.2479	5	5.7004	4.0875	6.5699	6.3923	5.3219	5.9773	4.4594	4.0875	4.858	4.858	4.2479	5.0875	5.7279	6.7549	4.5236	5.858	3.1699	6.2095	5	4.4594	1.585	5.6439	5.4263	7.7074	6.1699	3.3219	5.7814	3	6.2854	6.1699	7.2192	5.7814	5.7279	5.9773	3.585	5.0875	3.1699	5.3923	6.0444	5.2854	7.1293	5.6147	6.2288	6.5078
ABCC9	10060	6.6865	6.2854	8.2992	4.585	6.9773	6.7279	6.2668	6.858	6.4094	10.1586	7.6653	6.2479	8.3443	7.8202	6.4094	7.9425	7.9189	8.0056	6.8704	5.0875	7.1189	6.8202	8.6294	8.3038	8.6073	7.8392	6.3219	6.6724	6.2854	7.375	5.9542	8.5962	6.4263	4.858	6.0661	4.5236	7.3837	7	8.2095	7.3309	6.5392	7.3038	6.1497	7.7415	7.5157	6.8202	6.8948	6.8074	5.6724	7.8642	6.9189	8.0715	7.1293	7.8074	7.8948	8.2621	8.0553	7.4009	6.9069	8.4757	7.0875	7.1997	8.1799	7.9425	8.5925	6.9069	7.4594	6.7944	8.0875	8.4998	8.1997	8.8887	7.8455	7.7415	7.5546	7.2854	7.7944	8.4136	9.4574	7.5157	7.4838	7.8642	8.3038	7.4676	8.7482	7.9366	5.4919	6.4594	7.2854	7.7142	7.1599	7.2668	7.9542	7	8.2479	7.1189	9.1189	8.817	5.7279	5.7549	8.7039	7.098	6.1497	8.7715	8.3038	7.4094
ABCD1	215	6.9307	8.1997	7.0112	6.3923	7.7944	6.7415	7.1599	7.7879	5.9307	7.9887	8.7108	5.9542	7.3129	8.2715	7.9129	8.098	7.2854	7.0112	7.3038	5.0875	6.2288	4.3923	5.9773	7.8329	7.8517	7.4263	6.9542	7.4179	8.1293	7.1293	7.8392	6.6865	7.6294	6.7142	6.2479	7.4757	7.9069	7.4346	7.5925	7.1799	5.9542	7.5236	7.8265	7.7549	8.0875	7.2761	5.7004	6.8202	6.7549	7.8009	6.8455	6.6439	8.5887	9.2761	8.676	7.2192	7.8642	7.4429	5.9307	7.4179	5.8329	6.8826	7.9009	8	7.1189	6.2095	8.3264	7.7944	8.1344	8.6511	8.7142	8.683	7.4676	7.3487	7.4346	8.3219	8.7682	7.0875	6.7142	7.5774	6.1085	7.6366	7.4676	8.224	7.7879	7.8887	7.2384	9.0498	7.7279	7.3219	7.6439	8.2574	7.5236	8.0279	7.9307	6.4919	7.2574	7.8138	7.0875	7.2574	6.858	7.0553	7.4263	7.9542	5.585	7.7347
ABCD3	5825	11.6782	11.2408	11.4888	11.7603	11.1013	11.8994	11.4742	10.5411	11.1555	10.3761	11.0348	12.03	10.5555	10.8611	10.1699	11.3669	10.9622	11.0471	10.7748	12.0423	11.6742	12.1833	11.0993	11.0908	10.2969	11.0084	11.568	10.9218	10.4336	10.7406	11.1911	10.6193	11.3009	11.0231	11.6957	11.1163	10.9159	10.7022	10.8533	11.1555	12.1833	11.2533	11.6524	10.8471	10.9462	10.9922	11.3009	11.3674	11.2491	11.1712	11.5469	11.183	10.4273	10.3443	10.332	10.9181	10.1548	11.0224	11.744	11.1124	11.783	10.643	11.2082	10.6211	11.1984	11.5641	10.7657	10.0728	9.9929	10.1861	10.1737	10.5774	10.8595	10.9484	10.8978	10.6348	10.2842	11.4954	11.4078	11.1267	11.7372	11.0928	11.2767	10.9263	10.1923	10.4584	11.7912	10.8665	11.0077	11.0855	10.7432	10.783	11.0967	10.6101	10.7515	11.4934	10.7056	10.8994	11.5826	11.7194	10.8727	11.1241	11.7574	11.0888	10.9352	10.5953
ABCD4	5826	8.8486	8.7313	9.0084	7.9658	8.7912	8.7415	8.7177	8.683	9.2738	8.8734	9.8533	9.4635	9.8796	9.1111	8.8549	8.7177	8.5275	8.7347	8.9129	9.0471	8.5078	9.3465	8.7944	8.6724	8.0928	9.0056	9.6312	9.5755	9.5078	8.5622	8.8517	9.0168	8.8486	9.6742	9.4717	9.1548	8.9687	8.4635	8.7482	9.545	8.9366	8.5584	8.5584	9.0526	8.4305	8.4263	8.4388	8.4757	7.6865	9.1874	9.2715	8.6439	9.1774	9.1293	9.2715	9.3554	8.0715	8.7649	8.3443	9.0471	9.4737	8.4512	9.0056	8.817	8.8887	9.2969	8.4919	9.0056	9.0741	8.7781	8.8673	9.0498	9.0251	8.2527	8.6724	8.2527	8.9189	8.6184	9.3061	9.2715	8.9129	8.9972	9.1189	8.0875	8.3129	8.6294	8.3443	9.0795	9.3794	9.3399	8.3966	8.96	8.2761	9.0224	8.611	8.7448	8.9069	9.4325	8.9687	7.858	8.1447	8.8857	8.4136	9.0715	8.7944	8.9039
ABCE1	6059	11.978	12.0172	11.6662	12.0637	11.73	12.1199	12.2423	11.8653	11.8971	11.196	11.5727	12.6448	11.1699	11.7091	11.352	11.8661	12.1762	11.744	11.4949	12.9975	11.9118	13.1223	12.2216	11.3509	11.2621	11.4671	11.8754	11.905	11.4964	12.0614	11.7347	12.1864	11.6096	11.5948	12.1244	11.4533	11.5831	11.5479	11.6839	11.6622	12.5088	12.0735	11.73	11.3432	11.4998	11.3608	12.3351	12.2897	11.8455	10.825	11.9524	12.0053	12.2231	11.2773	11.4136	11.8134	10.8903	11.8162	11.9263	11.8106	12.4502	11.0355	11.196	11.1624	11.8914	11.6636	11.2808	11.3886	11.4078	11.0217	11.8781	10.7364	11.7636	11.8293	12.0815	11.3576	11.4625	11.5093	11.6974	11.9816	12.6522	11.4471	12.4584	10.8098	11.4949	11.5122	12.816	11.445	11.6662	10.6457	11.117	11.7645	11.825	11.5911	11.265	12.1551	11.9065	12.0728	11.2521	12.0464	11.8404	11.9106	11.944	11.6707	11.7557	11.0728
ABCF1	23	10.6786	11.0403	10.2912	9.8734	11.2732	10.1886	10.4717	10.1098	10.1799	10.3095	10.7715	9.9054	9.9099	10.9196	10.9046	11.5127	9.8439	10.8665	10.952	9.224	9.9701	8.8549	9.8122	10.2854	10.4325	9.9901	9.9873	10.2432	11.3432	9.2384	10.6366	9.611	10.1124	10.4686	10.0755	10.3443	9.7582	10.2877	10.8065	10.5137	9.6457	10.3542	10.2467	10.5028	10.3891	10.1137	9.8486	9.8265	10.1812	10.196	10.1421	9.3987	10.585	10.5934	10.7423	10.9159	11.2143	10.697	9.8265	10.1447	8.5078	9.4263	10.2527	10.0941	10.851	9.9844	10.255	10.9233	11.056	10.8834	10.93	10.2046	9.9542	9.7649	10.3945	10.8098	10.7895	9.96	9.6777	10.5236	8.543	10.3231	10.0444	10.5887	10.043	10.7944	10.2131	10.5831	9.9958	10.9061	10.6502	10.102	9.5294	10.2058	10.4737	9.3287	10.0279	10.2131	10.218	9.2167	10.058	10.2107	9.8872	10.0154	9.9307	10.2155
ABCF2	10061	9.817	10.5038	9.9174	10.0741	11.227	10.0901	10.3891	10.9498	9.7228	10.1098	9.5018	10.021	9.7748	10.5613	10.7372	10.4848	10.6847	10.7993	10.3652	9.8376	9.7381	9.1898	9.941	10.4315	10.1085	10.0715	9.6221	11.0546	10.9679	10.5546	11.1762	10.2958	10.5622	10.3531	10.0539	10.444	9.7091	10.9024	9.6294	9.9084	9.9787	10.3966	10.4625	11.0161	10.2923	9.9204	10.0042	10.0566	10.3837	9.8471	9.8842	10.058	10.4625	9.7698	11.0841	10.0795	10.4584	10.5008	10.5736	10.3465	9.4878	9.9099	10.1599	10.2831	10.021	10.1972	10.4909	10.7194	10.8226	10.5887	10.6193	10.2046	10.6312	10.6671	10.9873	10.3454	10.3848	10.633	10.0112	9.7928	10.0566	10.1787	9.9024	10.9024	10.0154	10.2819	10.2831	11.0007	10.5736	10.2408	10.5137	10.4594	9.8826	10.2192	10.2167	10.0928	10.4367	9.9787	10.3454	10.1935	9.8486	10.3934	10.1085	9.9307	9.4512	10.021
ABCF3	55324	9.7599	9.9218	9.7381	9.66	10.0993	9.7347	9.4898	9.9858	9.5488	9.4115	9.6865	9.1344	9.6511	10.0154	9.3015	10.4727	9.5038	10.3432	9.8657	9	9.42	9.403	9.1111	9.6618	9.6202	9.6147	9.4798	9.7698	9.8154	9.0444	10.021	9.3815	9.7142	9.633	9.3443	9.8549	9.3151	9.5831	9.2877	9.7398	9.1997	9.4179	9.6147	9.8811	9.4409	9.5999	9.6636	9.4553	9.6294	9.7448	9.4553	9.42	9.9542	9.7616	10.0293	9.8533	9.783	9.7091	9.5641	9.6742	9.0928	9.7313	9.8486	9.8642	9.4838	9.3197	9.6421	9.8826	10.4808	9.9744	9.7698	9.733	9.7364	9.2456	9.6366	9.6795	9.445	9.7211	9.2216	9.5255	9.2046	9.4939	9.8234	9.8057	9.4242	9.66	9.7532	10.2107	9.5699	9.7364	9.9915	9.66	9.3772	9.9189	9.6348	9.1774	9.3443	9.543	10	9.014	9.1849	9.8424	9.3197	9.4757	9.5906	9.5622
ABCG1	9619	9.4656	9.4533	8.9307	9.6546	8.7245	9.1624	8.5962	9.0821	7.8826	9.1523	8.9039	8.7347	7.9307	9	8.5275	7.6147	8.5999	8.8642	7.4594	8.4051	8.1548	7.0553	7.9484	9.0741	9.973	9.5118	8.3966	7.1599	9.4094	8.5661	7.983	7.9189	9.3663	6.7944	7.9715	7.9129	9.0661	9.3151	10.0539	8.8826	8.0389	9.6935	8.9744	9.5196	9.0661	8.7381	7.4009	8.9278	8.3264	9.5661	7.2854	8.375	9.5943	10.3276	8.9099	9.1898	8.8918	9.3287	8.611	9.7004	6.9425	8.3619	8.7074	8.1293	9.1573	8.7415	9.5887	9.5018	9.4051	9.0553	8.7781	9.2946	8.9658	9.0901	8.9972	9.4656	9.4878	9.1472	8.2384	8.3038	8.0498	8.7781	8.5157	9.5736	8.6653	7.9425	8.5774	9.3707	9.0056	8.1033	8.3663	8.7347	8.8234	8.29	9.224	8.3309	8.9009	8.4838	9.9114	9.0928	8.5118	8.8106	9.9054	9.1799	8.0607	9.5831
